location,lat,long,alt,year,bloom_date,bloom_doy,month,tempmax,tempmin,temp,dew,humidity,precip,snow,windspeed,moonphase,solarradiation,daytime
washingtondc,38.8853496,-77.0386278,0,2023,,,,51.37777777777779,36.11,43.46888888888889,30.900000000000006,63.623333333333356,0.0785,0.015555555555555555,15.081111111111102,0.48722222222222233,84.25777777777779,35964.71111111111
washingtondc,38.8853496,-77.0386278,0,2024,,,,45.80879120879122,32.22857142857143,38.795604395604414,25.517582417582428,61.41538461538462,0.09127472527472524,0.0,15.710989010989,0.49318681318681307,0.0,36001.57142857143
washingtondc,38.8853496,-77.0386278,0,2025,,,,45.777777777777786,32.20222222222222,38.77222222222224,25.524444444444452,61.477777777777774,0.09127777777777776,0.0,15.706666666666656,0.48466666666666663,0.0,35999.26666666667
washingtondc,38.8853496,-77.0386278,0,2026,,,,45.777777777777786,32.20222222222222,38.77222222222224,25.524444444444452,61.477777777777774,0.09127777777777776,0.0,15.706666666666656,0.489111111111111,0.0,35983.23333333333
washingtondc,38.8853496,-77.0386278,0,2027,,,,45.777777777777786,32.20222222222222,38.77222222222224,25.524444444444452,61.477777777777774,0.09127777777777776,0.0,15.706666666666656,0.48355555555555557,0.0,35967.311111111114
washingtondc,38.8853496,-77.0386278,0,2028,,,,45.80879120879122,32.22857142857143,38.795604395604414,25.517582417582428,61.41538461538462,0.09127472527472524,0.0,15.710989010989,0.47230769230769226,0.0,36004.54945054945
washingtondc,38.8853496,-77.0386278,0,2029,,,,45.777777777777786,32.20222222222222,38.77222222222224,25.524444444444452,61.477777777777774,0.09127777777777776,0.0,15.706666666666656,0.4698888888888888,0.0,36002.455555555556
washingtondc,38.8853496,-77.0386278,0,2030,,,,45.777777777777786,32.20222222222222,38.77222222222224,25.524444444444452,61.477777777777774,0.09127777777777776,0.0,15.706666666666656,0.47399999999999987,0.0,35986.58888888889
washingtondc,38.8853496,-77.0386278,0,2031,,,,45.777777777777786,32.20222222222222,38.77222222222224,25.524444444444452,61.477777777777774,0.09127777777777776,0.0,15.706666666666656,0.4687777777777777,0.0,35970.65555555555
washingtondc,38.8853496,-77.0386278,0,2032,,,,45.80879120879122,32.22857142857143,38.795604395604414,25.517582417582428,61.41538461538462,0.09127472527472524,0.0,15.710989010989,0.4959340659340658,0.0,36007.769230769234
