location,lat,long,alt,year,bloom_date,bloom_doy,month,tempmax,tempmin,temp,dew,humidity,precip,snow,windspeed,moonphase,solarradiation,daytime
kyoto,35.0119831,135.6761135,44,2023,,,,49.49111111111111,36.33111111111112,42.49444444444445,32.20111111111112,68.38444444444445,0.0457,0.08777777777777776,9.323333333333332,0.47822222222222216,118.4955555555555,36950.51111111111
kyoto,35.0119831,135.6761135,44,2024,,,,49.54395604395604,36.53956043956043,42.504395604395604,31.45274725274724,66.53296703296704,0.09545054945054945,0.0,8.827472527472528,0.49483516483516493,0.0,36982.142857142855
kyoto,35.0119831,135.6761135,44,2025,,,,49.509999999999984,36.521111111111104,42.477777777777774,31.43999999999999,66.55777777777777,0.09384444444444444,0.0,8.831111111111111,0.4869999999999999,0.0,36979.73333333333
kyoto,35.0119831,135.6761135,44,2026,,,,49.509999999999984,36.521111111111104,42.477777777777774,31.43999999999999,66.55777777777777,0.09384444444444444,0.0,8.831111111111111,0.4914444444444448,0.0,36966.08888888889
kyoto,35.0119831,135.6761135,44,2027,,,,49.509999999999984,36.521111111111104,42.477777777777774,31.43999999999999,66.55777777777777,0.09384444444444444,0.0,8.831111111111111,0.49733333333333324,0.0,36952.57777777778
kyoto,35.0119831,135.6761135,44,2028,,,,49.54395604395604,36.53956043956043,42.504395604395604,31.45274725274724,66.53296703296704,0.09545054945054945,0.0,8.827472527472528,0.4741758241758242,0.0,36984.604395604394
kyoto,35.0119831,135.6761135,44,2029,,,,49.509999999999984,36.521111111111104,42.477777777777774,31.43999999999999,66.55777777777777,0.09384444444444444,0.0,8.831111111111111,0.4723333333333337,0.0,36982.36666666667
kyoto,35.0119831,135.6761135,44,2030,,,,49.509999999999984,36.521111111111104,42.477777777777774,31.43999999999999,66.55777777777777,0.09384444444444444,0.0,8.831111111111111,0.47611111111111143,0.0,36968.87777777778
kyoto,35.0119831,135.6761135,44,2031,,,,49.509999999999984,36.521111111111104,42.477777777777774,31.43999999999999,66.55777777777777,0.09384444444444444,0.0,8.831111111111111,0.48177777777777775,0.0,36955.566666666666
kyoto,35.0119831,135.6761135,44,2032,,,,49.54395604395604,36.53956043956043,42.504395604395604,31.45274725274724,66.53296703296704,0.09545054945054945,0.0,8.827472527472528,0.4872527472527473,0.0,36987.37362637363
