location,lat,long,alt,year,bloom_date,bloom_doy,month,tempmax,tempmin,temp,dew,humidity,precip,snow,windspeed,moonphase,solarradiation,daytime
kyoto,35.0119831,135.6761135,44,1981,1981-04-09,99,4,34.46754966887417,21.568874172185403,27.97682119205295,17.656291390728477,63.55298013245033,2.120622516556291,0.0,15.591390728476823,0.5187417218543047,0.0,40220.28476821192
kyoto,35.0119831,135.6761135,44,1982,1982-04-03,93,4,36.19933774834444,22.43509933774832,29.135099337748343,19.333112582781457,64.4523178807947,0.007072847682119206,0.0,14.85099337748345,0.4999999999999999,0.0,40199.39735099338
kyoto,35.0119831,135.6761135,44,1983,1983-04-09,99,4,36.82119205298018,23.958278145695335,30.208609271523184,20.34834437086093,65.14635761589406,0.0,0.0,15.098675496688742,0.5038410596026492,0.0,40178.69536423841
kyoto,35.0119831,135.6761135,44,1984,1984-04-18,109,4,33.02368421052637,20.96644736842102,26.84144736842105,17.17631578947367,64.23157894736842,0.0,0.0,15.317763157894731,0.5171052631578946,0.0,40215.13815789474
kyoto,35.0119831,135.6761135,44,1985,1985-04-09,99,4,35.74437086092724,23.56092715231785,29.56291390728479,19.59072847682119,64.16026490066227,0.0,0.0,15.723841059602645,0.48225165562913885,0.0,40222.377483443706
kyoto,35.0119831,135.6761135,44,1986,1986-04-12,102,4,34.058940397351066,21.694701986754936,27.719205298013236,17.250331125827802,62.564238410596005,0.0,0.0,16.715894039735097,0.49662251655629147,0.0,40201.741721854305
kyoto,35.0119831,135.6761135,44,1987,1987-04-05,95,4,36.83973509933781,24.14039735099335,30.458278145695353,20.798675496688755,64.87947019867549,0.0,0.0,15.34105960264901,0.49483443708609287,0.0,40181.23841059603
kyoto,35.0119831,135.6761135,44,1988,1988-04-15,106,4,36.45263157894741,23.493421052631557,29.942105263157913,19.394736842105274,62.23421052631579,0.0,0.0,15.953289473684205,0.4980921052631581,0.0,40217.90131578947
kyoto,35.0119831,135.6761135,44,1989,1989-04-03,93,4,37.467549668874234,24.51655629139071,30.846357615894036,21.39139072847682,65.3086092715232,6.622516556291391e-06,0.0,16.20927152317881,0.5122516556291394,0.0,40225.41721854304
kyoto,35.0119831,135.6761135,44,1990,1990-03-29,88,3,36.872847682119236,24.95629139072845,30.894701986754956,21.547019867549665,65.56953642384107,5.9602649006622515e-05,0.0,15.494701986754963,0.5007284768211921,0.0,40204.99337748344
kyoto,35.0119831,135.6761135,44,1991,1991-04-07,97,4,36.6649006622517,24.64238410596026,30.511920529801326,20.45629139072847,64.44768211920528,0.00019867549668874172,0.0,16.319205298013248,0.5129139072847682,0.0,40184.51655629139
kyoto,35.0119831,135.6761135,44,1992,1992-04-03,94,4,36.94473684210532,24.755263157894746,30.56776315789474,21.427631578947363,66.48157894736846,1.9736842105263158e-05,0.0,14.806578947368427,0.5182236842105264,0.0,40221.26315789474
kyoto,35.0119831,135.6761135,44,1993,1993-04-07,97,4,36.52847682119213,24.75298013245033,30.276158940397337,20.958940397350993,65.43311258278142,5.9602649006622515e-05,0.0,12.383443708609274,0.4965562913907285,0.0,40228.801324503314
kyoto,35.0119831,135.6761135,44,1994,1994-04-09,99,4,35.79072847682128,24.120529801324516,29.594701986754963,20.145033112582784,64.70397350993377,0.0,0.0,11.004635761589402,0.49145695364238406,0.0,40208.165562913906
kyoto,35.0119831,135.6761135,44,1995,1995-04-09,99,4,35.688741721854385,24.349668874172192,29.69072847682119,20.304635761589427,65.57880794701985,0.006582781456953643,0.0,10.859602649006622,0.4902649006622516,0.0,40187.55629139073
kyoto,35.0119831,135.6761135,44,1996,1996-04-12,103,4,34.35723684210535,22.645394736842118,28.037499999999998,18.371052631578944,64.14078947368418,3.9473684210526316e-05,0.0,10.963815789473683,0.49164473684210536,0.0,40224.04605263158
