location,lat,long,alt,year,bloom_date,bloom_doy,month,tempmax,tempmin,temp,dew,humidity,precip,snow,windspeed,moonphase,solarradiation,daytime
vancouver,49.2237,-123.1636,24,2023,,,,43.871111111111105,37.193333333333314,40.534444444444446,36.43666666666666,84.61666666666663,0.19703333333333337,0.08444444444444445,11.284444444444443,0.4822222222222224,28.478888888888893,32481.977777777778
vancouver,49.2237,-123.1636,24,2024,,,,43.70879120879121,36.16813186813186,39.84835164835165,35.97252747252747,83.21098901098898,0.24002197802197797,0.0,15.384615384615387,0.48791208791208784,0.0,32527.01098901099
vancouver,49.2237,-123.1636,24,2025,,,,43.67000000000001,36.14777777777777,39.81888888888889,35.97999999999999,83.27444444444441,0.2414666666666666,0.0,15.374444444444448,0.4910000000000002,0.0,32533.12222222222
vancouver,49.2237,-123.1636,24,2026,,,,43.67000000000001,36.14777777777777,39.81888888888889,35.97999999999999,83.27444444444441,0.2414666666666666,0.0,15.374444444444448,0.49566666666666676,0.0,32509.433333333334
vancouver,49.2237,-123.1636,24,2027,,,,43.67000000000001,36.14777777777777,39.81888888888889,35.97999999999999,83.27444444444441,0.2414666666666666,0.0,15.374444444444448,0.4783333333333333,0.0,32485.866666666665
vancouver,49.2237,-123.1636,24,2028,,,,43.70879120879121,36.16813186813186,39.84835164835165,35.97252747252747,83.21098901098898,0.24002197802197797,0.0,15.384615384615387,0.47868131868131886,0.0,32531.516483516483
vancouver,49.2237,-123.1636,24,2029,,,,43.67000000000001,36.14777777777777,39.81888888888889,35.97999999999999,83.27444444444441,0.2414666666666666,0.0,15.374444444444448,0.486777777777778,0.0,32538.2
vancouver,49.2237,-123.1636,24,2030,,,,43.67000000000001,36.14777777777777,39.81888888888889,35.97999999999999,83.27444444444441,0.2414666666666666,0.0,15.374444444444448,0.46955555555555545,0.0,32514.522222222222
vancouver,49.2237,-123.1636,24,2031,,,,43.67000000000001,36.14777777777777,39.81888888888889,35.97999999999999,83.27444444444441,0.2414666666666666,0.0,15.374444444444448,0.4849999999999998,0.0,32491.066666666666
vancouver,49.2237,-123.1636,24,2032,,,,44.15666666666668,36.37,40.15666666666666,36.02666666666667,82.64999999999999,0.22515,0.0,15.334999999999999,0.47766666666666674,0.0,33974.683333333334
